year,investor_name,investor,issuer_nationality_name,issuer_nationality,portfolio_share
2014,"European Monetary Union","EMU","Russian Federation","RUS",.0066587
2014,"European Monetary Union","EMU","Slovakia","SVK",.0010011
2014,"European Monetary Union","EMU","Slovenia","SVN",.003097
2014,"European Monetary Union","EMU","South Africa","ZAF",.0092563
2014,"European Monetary Union","EMU","Spain","ESP",.1650765
2014,"European Monetary Union","EMU","Sweden","SWE",.0065117
2014,"European Monetary Union","EMU","Thailand","THA",.0038702
2014,"European Monetary Union","EMU","Turkey","TUR",.0129101
2014,"European Monetary Union","EMU","United Kingdom","GBR",.0378985
2014,"European Monetary Union","EMU","United States","USA",.1325157
2014,"Norway","NOR","Austria","AUT",.009363
2014,"Norway","NOR","Belgium","BEL",.0044443
2014,"Norway","NOR","Canada","CAN",.0087322
2014,"Norway","NOR","European Monetary Union","EMU",.1170355
2014,"Norway","NOR","Finland","FIN",.0120147
2014,"Norway","NOR","France","FRA",.0085647
2014,"Norway","NOR","Germany","DEU",.0359948
2014,"Norway","NOR","India","IND",.0333003
2014,"Norway","NOR","Italy","ITA",.0149215
2014,"Norway","NOR","Japan","JPN",.0225375
2014,"Norway","NOR","Mexico","MEX",.00722
2014,"Norway","NOR","Norway","NOR",.730624
2014,"Norway","NOR","Poland","POL",.0035721
2014,"Norway","NOR","Portugal","PRT",.0054268
2014,"Norway","NOR","Slovenia","SVN",.0075822
2014,"Norway","NOR","Spain","ESP",.016442
2014,"Norway","NOR","Sweden","SWE",.0053749
2014,"Norway","NOR","Switzerland","CHE",.0051618
2014,"Norway","NOR","Turkey","TUR",.0030275
2014,"Norway","NOR","United Kingdom","GBR",.0148504
2014,"Norway","NOR","United States","USA",.0336
2014,"Sweden","SWE","Austria","AUT",.0007854
2014,"Sweden","SWE","Belgium","BEL",.0018535
2014,"Sweden","SWE","European Monetary Union","EMU",.0397585
2014,"Sweden","SWE","Finland","FIN",.0028521
2014,"Sweden","SWE","France","FRA",.0042602
2014,"Sweden","SWE","Germany","DEU",.0067981
2014,"Sweden","SWE","Ireland","IRL",.0015399
2014,"Sweden","SWE","Italy","ITA",.0140731
2014,"Sweden","SWE","Netherlands","NLD",.0020529
2014,"Sweden","SWE","Sovranationals","XSN",.0012546
2014,"Sweden","SWE","Spain","ESP",.0054427
2014,"Sweden","SWE","Sweden","SWE",.9256116
2014,"Sweden","SWE","Turkey","TUR",.0015472
2014,"Sweden","SWE","United Kingdom","GBR",.0052804
2014,"Sweden","SWE","United States","USA",.0222183
2014,"Switzerland","CHE","Australia","AUS",.0114642
2014,"Switzerland","CHE","Austria","AUT",.0148148
2014,"Switzerland","CHE","Belgium","BEL",.0221439
2014,"Switzerland","CHE","Canada","CAN",.0373391
2014,"Switzerland","CHE","Denmark","DNK",.0078472
2014,"Switzerland","CHE","European Monetary Union","EMU",.3140784
2014,"Switzerland","CHE","France","FRA",.0686285
2014,"Switzerland","CHE","Germany","DEU",.073945
2014,"Switzerland","CHE","Italy","ITA",.0595495
2014,"Switzerland","CHE","Japan","JPN",.0618921
2014,"Switzerland","CHE","Korea, Republic of","KOR",.0113011
2014,"Switzerland","CHE","Netherlands","NLD",.0246113
2014,"Switzerland","CHE","Poland","POL",.0153703
2014,"Switzerland","CHE","Spain","ESP",.0311938
2014,"Switzerland","CHE","Sweden","SWE",.0073498
2014,"Switzerland","CHE","Switzerland","CHE",.2726541
2014,"Switzerland","CHE","United Kingdom","GBR",.0428806
2014,"Switzerland","CHE","United States","USA",.1834837
2014,"United Kingdom","GBR","Australia","AUS",.0210666
2014,"United Kingdom","GBR","Brazil","BRA",.0120987
2014,"United Kingdom","GBR","Canada","CAN",.0051786
2014,"United Kingdom","GBR","Colombia","COL",.00508
2014,"United Kingdom","GBR","European Monetary Union","EMU",.0677417
2014,"United Kingdom","GBR","France","FRA",.0068303
2014,"United Kingdom","GBR","Germany","DEU",.017516
2014,"United Kingdom","GBR","Indonesia","IDN",.0035591
2014,"United Kingdom","GBR","Italy","ITA",.0163158
2014,"United Kingdom","GBR","Japan","JPN",.0096205
2014,"United Kingdom","GBR","Malaysia","MYS",.003594
2014,"United Kingdom","GBR","Mexico","MEX",.015309
2014,"United Kingdom","GBR","New Zealand","NZL",.0067344
2014,"United Kingdom","GBR","Norway","NOR",.0056157
2014,"United Kingdom","GBR","Poland","POL",.0051464
2014,"United Kingdom","GBR","Portugal","PRT",.0045407
2014,"United Kingdom","GBR","South Africa","ZAF",.0041357
2014,"United Kingdom","GBR","Spain","ESP",.0134283
2014,"United Kingdom","GBR","Turkey","TUR",.0038494
2014,"United Kingdom","GBR","United Kingdom","GBR",.66519
2014,"United Kingdom","GBR","United States","USA",.139775
2014,"United States","USA","Australia","AUS",.001246
2014,"United States","USA","Brazil","BRA",.008041
2014,"United States","USA","Canada","CAN",.007569
2014,"United States","USA","Colombia","COL",.0013667
2014,"United States","USA","European Monetary Union","EMU",.0263207
2014,"United States","USA","France","FRA",.0018288
2014,"United States","USA","Germany","DEU",.004154
2014,"United States","USA","Hungary","HUN",.0033123
2014,"United States","USA","India","IND",.0010615
2014,"United States","USA","Indonesia","IDN",.0024822
2014,"United States","USA","Ireland","IRL",.0018962
2014,"United States","USA","Italy","ITA",.0069435
2014,"United States","USA","Japan","JPN",.0060529
2014,"United States","USA","Korea, Republic of","KOR",.0061363
2014,"United States","USA","Malaysia","MYS",.0013018
2014,"United States","USA","Mexico","MEX",.0105504
2014,"United States","USA","Philippines","PHL",.0012895
2014,"United States","USA","Poland","POL",.0039456
2014,"United States","USA","Portugal","PRT",.0012568
2014,"United States","USA","Russian Federation","RUS",.0014922
2014,"United States","USA","Slovenia","SVN",.0012996
2014,"United States","USA","South Africa","ZAF",.0014423
2014,"United States","USA","Spain","ESP",.0059032
2014,"United States","USA","Sweden","SWE",.001235
2014,"United States","USA","Turkey","TUR",.00264
2014,"United States","USA","Ukraine","UKR",.001083
2014,"United States","USA","United Kingdom","GBR",.0029742
2014,"United States","USA","United States","USA",.8944575
2013,"Australia","AUS","Australia","AUS",.3832789
2013,"Australia","AUS","Austria","AUT",.0077519
2013,"Australia","AUS","Belgium","BEL",.0086737
2013,"Australia","AUS","Canada","CAN",.0283004
2013,"Australia","AUS","Denmark","DNK",.0083255
2013,"Australia","AUS","European Monetary Union","EMU",.1900666
2013,"Australia","AUS","France","FRA",.0091195
2013,"Australia","AUS","Germany","DEU",.0134768
2013,"Australia","AUS","Hungary","HUN",.006739
2013,"Australia","AUS","Ireland","IRL",.0073256
2013,"Australia","AUS","Italy","ITA",.062219
2013,"Australia","AUS","Japan","JPN",.0214737
2013,"Australia","AUS","Korea, Republic of","KOR",.0106021
2013,"Australia","AUS","Mexico","MEX",.0137141
2013,"Australia","AUS","Netherlands","NLD",.0065815
2013,"Australia","AUS","New Zealand","NZL",.0098051
2013,"Australia","AUS","Poland","POL",.0075791
2013,"Australia","AUS","Spain","ESP",.0624729
2013,"Australia","AUS","Sweden","SWE",.0118639
2013,"Australia","AUS","United Kingdom","GBR",.0308726
2013,"Australia","AUS","United States","USA",.2385809
2013,"Canada","CAN","Australia","AUS",.0028433
2013,"Canada","CAN","Brazil","BRA",.0047802
2013,"Canada","CAN","Canada","CAN",.889529
2013,"Canada","CAN","European Monetary Union","EMU",.0214451
2013,"Canada","CAN","France","FRA",.0050428
2013,"Canada","CAN","Germany","DEU",.0046658
2013,"Canada","CAN","Hungary","HUN",.0013971
2013,"Canada","CAN","Indonesia","IDN",.0013675
2013,"Canada","CAN","Ireland","IRL",.002131
2013,"Canada","CAN","Italy","ITA",.0041737
2013,"Canada","CAN","Japan","JPN",.0068298
2013,"Canada","CAN","Korea, Republic of","KOR",.0023873
2013,"Canada","CAN","Malaysia","MYS",.0014478
2013,"Canada","CAN","Mexico","MEX",.0054144
2013,"Canada","CAN","New Zealand","NZL",.0023039
2013,"Canada","CAN","Norway","NOR",.0014652
2013,"Canada","CAN","Philippines","PHL",.0016795
2013,"Canada","CAN","Poland","POL",.0023577
2013,"Canada","CAN","Russian Federation","RUS",.0016291
2013,"Canada","CAN","Singapore","SGP",.0012575
2013,"Canada","CAN","Spain","ESP",.0022718
2013,"Canada","CAN","Sweden","SWE",.0023236
2013,"Canada","CAN","Turkey","TUR",.0012748
2013,"Canada","CAN","United Kingdom","GBR",.0039511
2013,"Canada","CAN","United States","USA",.0307334
2013,"Denmark","DNK","Argentina","ARG",.0082808
2013,"Denmark","DNK","Brazil","BRA",.0469652
2013,"Denmark","DNK","Colombia","COL",.01754
2013,"Denmark","DNK","Croatia","HRV",.0122201
2013,"Denmark","DNK","Denmark","DNK",.3007708
2013,"Denmark","DNK","European Monetary Union","EMU",.0786753
2013,"Denmark","DNK","Finland","FIN",.0103166
2013,"Denmark","DNK","France","FRA",.0146465
2013,"Denmark","DNK","Germany","DEU",.0267369
2013,"Denmark","DNK","Hungary","HUN",.0209333
2013,"Denmark","DNK","Indonesia","IDN",.0265763
2013,"Denmark","DNK","Italy","ITA",.0092608
2013,"Denmark","DNK","Malaysia","MYS",.0124868
2013,"Denmark","DNK","Mexico","MEX",.0498854
2013,"Denmark","DNK","Peru","PER",.0106791
2013,"Denmark","DNK","Philippines","PHL",.0146591
2013,"Denmark","DNK","Poland","POL",.0263595
2013,"Denmark","DNK","Romania","ROU",.0112291
2013,"Denmark","DNK","Russian Federation","RUS",.0386541
2013,"Denmark","DNK","Serbia","SRB",.0081992
2013,"Denmark","DNK","South Africa","ZAF",.031564
2013,"Denmark","DNK","Thailand","THA",.0154094
2013,"Denmark","DNK","Turkey","TUR",.0351645
2013,"Denmark","DNK","Ukraine","UKR",.0077045
2013,"Denmark","DNK","United Kingdom","GBR",.0382378
2013,"Denmark","DNK","United States","USA",.070326
2013,"Denmark","DNK","Uruguay","URY",.0076606
2013,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0130535
2013,"European Monetary Union","EMU","Australia","AUS",.0038791
2013,"European Monetary Union","EMU","Austria","AUT",.0183393
2013,"European Monetary Union","EMU","Belgium","BEL",.0212584
2013,"European Monetary Union","EMU","Brazil","BRA",.015231
2013,"European Monetary Union","EMU","Canada","CAN",.0077584
2013,"European Monetary Union","EMU","Colombia","COL",.0045307
2013,"European Monetary Union","EMU","Cyprus","CYP",.0000578
2013,"European Monetary Union","EMU","European Monetary Union","EMU",.6398315
2013,"European Monetary Union","EMU","Finland","FIN",.0055402
2013,"European Monetary Union","EMU","France","FRA",.0642606
2013,"European Monetary Union","EMU","Germany","DEU",.0973806
2013,"European Monetary Union","EMU","Greece","GRC",.001096
2013,"European Monetary Union","EMU","Hungary","HUN",.0062006
2013,"European Monetary Union","EMU","Indonesia","IDN",.0076169
2013,"European Monetary Union","EMU","Ireland","IRL",.0067108
2013,"European Monetary Union","EMU","Italy","ITA",.2101866
2013,"European Monetary Union","EMU","Japan","JPN",.0061558
2013,"European Monetary Union","EMU","Korea, Republic of","KOR",.0057999
2013,"European Monetary Union","EMU","Luxembourg","LUX",.0002129
2013,"European Monetary Union","EMU","Malaysia","MYS",.0061231
2013,"European Monetary Union","EMU","Malta","MLT",2.24e-06
2013,"European Monetary Union","EMU","Mexico","MEX",.0196281
2013,"European Monetary Union","EMU","Netherlands","NLD",.0187963
2013,"European Monetary Union","EMU","Poland","POL",.0128228
2013,"European Monetary Union","EMU","Portugal","PRT",.0083153
2013,"European Monetary Union","EMU","Romania","ROU",.0038279
2013,"European Monetary Union","EMU","Russian Federation","RUS",.0103055
2013,"European Monetary Union","EMU","Slovakia","SVK",.0016655
2013,"European Monetary Union","EMU","Slovenia","SVN",.0030423
2013,"European Monetary Union","EMU","South Africa","ZAF",.008741
2013,"European Monetary Union","EMU","Spain","ESP",.1829668
2013,"European Monetary Union","EMU","Sweden","SWE",.0075833
2013,"European Monetary Union","EMU","Thailand","THA",.0041266
2013,"European Monetary Union","EMU","Turkey","TUR",.0107217
2013,"European Monetary Union","EMU","United Kingdom","GBR",.0319616
2013,"European Monetary Union","EMU","United States","USA",.1391831
2013,"Norway","NOR","Austria","AUT",.0174883
2013,"Norway","NOR","Belgium","BEL",.0168116
2013,"Norway","NOR","Canada","CAN",.0070323
2013,"Norway","NOR","European Monetary Union","EMU",.178504
2013,"Norway","NOR","Finland","FIN",.0255863
2013,"Norway","NOR","France","FRA",.008306
2013,"Norway","NOR","Germany","DEU",.0364379
2013,"Norway","NOR","India","IND",.0122984
2013,"Norway","NOR","Italy","ITA",.025187
2013,"Norway","NOR","Japan","JPN",.0330667
2013,"Norway","NOR","Korea, Republic of","KOR",.0111287
2013,"Norway","NOR","Mexico","MEX",.0067244
2013,"Norway","NOR","Norway","NOR",.6486749
2013,"Norway","NOR","Poland","POL",.0060732
2013,"Norway","NOR","Portugal","PRT",.0104554
2013,"Norway","NOR","Slovenia","SVN",.0077556
2013,"Norway","NOR","Spain","ESP",.0281826
2013,"Norway","NOR","Sweden","SWE",.0082593
2013,"Norway","NOR","United Kingdom","GBR",.0166212
2013,"Norway","NOR","United States","USA",.0587823
2013,"Sweden","SWE","Belgium","BEL",.0008642
2013,"Sweden","SWE","European Monetary Union","EMU",.0338824
2013,"Sweden","SWE","Finland","FIN",.003284
2013,"Sweden","SWE","France","FRA",.0037723
2013,"Sweden","SWE","Germany","DEU",.0157738
2013,"Sweden","SWE","Italy","ITA",.0048826
2013,"Sweden","SWE","Netherlands","NLD",.0009859
2013,"Sweden","SWE","Norway","NOR",.0035626
2013,"Sweden","SWE","Spain","ESP",.0035096
2013,"Sweden","SWE","Sweden","SWE",.9395405
2013,"Sweden","SWE","United Kingdom","GBR",.0054996
2013,"Sweden","SWE","United States","USA",.0140212
2013,"Switzerland","CHE","Australia","AUS",.0091682
2013,"Switzerland","CHE","Austria","AUT",.0210762
2013,"Switzerland","CHE","Belgium","BEL",.0206211
2013,"Switzerland","CHE","Canada","CAN",.0443426
2013,"Switzerland","CHE","Denmark","DNK",.0137062
2013,"Switzerland","CHE","European Monetary Union","EMU",.3085872
2013,"Switzerland","CHE","France","FRA",.0539321
2013,"Switzerland","CHE","Germany","DEU",.0866744
2013,"Switzerland","CHE","Italy","ITA",.0627266
2013,"Switzerland","CHE","Japan","JPN",.0593513
2013,"Switzerland","CHE","Korea, Republic of","KOR",.0112398
2013,"Switzerland","CHE","Netherlands","NLD",.0205943
2013,"Switzerland","CHE","Poland","POL",.0186552
2013,"Switzerland","CHE","Singapore","SGP",.0174463
2013,"Switzerland","CHE","Spain","ESP",.0256045
2013,"Switzerland","CHE","Sweden","SWE",.00873
2013,"Switzerland","CHE","Switzerland","CHE",.3123065
2013,"Switzerland","CHE","United Kingdom","GBR",.036199
2013,"Switzerland","CHE","United States","USA",.1322819
2013,"United Kingdom","GBR","Australia","AUS",.0142465
2013,"United Kingdom","GBR","Belgium","BEL",.0045213
2013,"United Kingdom","GBR","Brazil","BRA",.0074071
2013,"United Kingdom","GBR","Canada","CAN",.0088741
2013,"United Kingdom","GBR","European Monetary Union","EMU",.0868776
2013,"United Kingdom","GBR","France","FRA",.0094713
2013,"United Kingdom","GBR","Germany","DEU",.0255572
2013,"United Kingdom","GBR","Italy","ITA",.0199066
2013,"United Kingdom","GBR","Japan","JPN",.0141824
2013,"United Kingdom","GBR","Mexico","MEX",.0117661
2013,"United Kingdom","GBR","New Zealand","NZL",.0065316
2013,"United Kingdom","GBR","Norway","NOR",.0144651
2013,"United Kingdom","GBR","Poland","POL",.0044201
2013,"United Kingdom","GBR","Portugal","PRT",.0045858
2013,"United Kingdom","GBR","Russian Federation","RUS",.0076131
2013,"United Kingdom","GBR","South Africa","ZAF",.0039591
2013,"United Kingdom","GBR","Spain","ESP",.0114288
2013,"United Kingdom","GBR","Sweden","SWE",.0067414
2013,"United Kingdom","GBR","Turkey","TUR",.0050612
2013,"United Kingdom","GBR","United Kingdom","GBR",.6439202
2013,"United Kingdom","GBR","United States","USA",.132675
2013,"United States","USA","Australia","AUS",.0015593
2013,"United States","USA","Brazil","BRA",.0058759
2013,"United States","USA","Canada","CAN",.0088873
2013,"United States","USA","European Monetary Union","EMU",.0266653
2013,"United States","USA","France","FRA",.0016674
2013,"United States","USA","Germany","DEU",.0037338
2013,"United States","USA","Hungary","HUN",.0032574
2013,"United States","USA","Indonesia","IDN",.0019584
2013,"United States","USA","Ireland","IRL",.0032622
2013,"United States","USA","Italy","ITA",.0091138
2013,"United States","USA","Japan","JPN",.0043361
2013,"United States","USA","Korea, Republic of","KOR",.0067279
2013,"United States","USA","Malaysia","MYS",.0028956
2013,"United States","USA","Mexico","MEX",.0097348
2013,"United States","USA","Norway","NOR",.001288
2013,"United States","USA","Philippines","PHL",.0013136
2013,"United States","USA","Poland","POL",.0047
2013,"United States","USA","Russian Federation","RUS",.0020388
2013,"United States","USA","Singapore","SGP",.0015724
2013,"United States","USA","South Africa","ZAF",.001429
2013,"United States","USA","Spain","ESP",.0049742
2013,"United States","USA","Sweden","SWE",.0015462
2013,"United States","USA","Turkey","TUR",.0020792
2013,"United States","USA","Ukraine","UKR",.0018039
2013,"United States","USA","United Kingdom","GBR",.0025568
2013,"United States","USA","United States","USA",.8953323
2012,"Australia","AUS","Australia","AUS",.4645919
2012,"Australia","AUS","Austria","AUT",.0099478
2012,"Australia","AUS","Brazil","BRA",.0084721
2012,"Australia","AUS","Canada","CAN",.043125
2012,"Australia","AUS","European Monetary Union","EMU",.1429696
2012,"Australia","AUS","Finland","FIN",.0058714
2012,"Australia","AUS","France","FRA",.01319
2012,"Australia","AUS","Germany","DEU",.0199037
2012,"Australia","AUS","Ireland","IRL",.0063866
2012,"Australia","AUS","Italy","ITA",.0625652
2012,"Australia","AUS","Japan","JPN",.0561491
2012,"Australia","AUS","Korea, Republic of","KOR",.0104574
2012,"Australia","AUS","Mexico","MEX",.0303466
2012,"Australia","AUS","Netherlands","NLD",.0089204
2012,"Australia","AUS","New Zealand","NZL",.0070533
2012,"Australia","AUS","Norway","NOR",.0055067
2012,"Australia","AUS","Poland","POL",.009557
2012,"Australia","AUS","Spain","ESP",.0103349
2012,"Australia","AUS","Sweden","SWE",.0061713
2012,"Australia","AUS","United Kingdom","GBR",.0265727
2012,"Australia","AUS","United States","USA",.1548128
2012,"Canada","CAN","Australia","AUS",.0023531
2012,"Canada","CAN","Brazil","BRA",.0016908
2012,"Canada","CAN","Canada","CAN",.9188559
2012,"Canada","CAN","European Monetary Union","EMU",.0141825
2012,"Canada","CAN","France","FRA",.0020046
2012,"Canada","CAN","Germany","DEU",.0042567
2012,"Canada","CAN","Indonesia","IDN",.0022313
2012,"Canada","CAN","Ireland","IRL",.0013403
2012,"Canada","CAN","Italy","ITA",.0035234
2012,"Canada","CAN","Japan","JPN",.0054658
2012,"Canada","CAN","Korea, Republic of","KOR",.0024718
2012,"Canada","CAN","Malaysia","MYS",.0014052
2012,"Canada","CAN","Mexico","MEX",.00352
2012,"Canada","CAN","New Zealand","NZL",.0012901
2012,"Canada","CAN","Norway","NOR",.0014881
2012,"Canada","CAN","Philippines","PHL",.0018233
2012,"Canada","CAN","Poland","POL",.0024046
2012,"Canada","CAN","Russian Federation","RUS",.0011033
2012,"Canada","CAN","Singapore","SGP",.0012786
2012,"Canada","CAN","South Africa","ZAF",.0008617
2012,"Canada","CAN","Sweden","SWE",.0022733
2012,"Canada","CAN","Turkey","TUR",.0016634
2012,"Canada","CAN","United Kingdom","GBR",.0043411
2012,"Canada","CAN","United States","USA",.0199904
2012,"Denmark","DNK","Argentina","ARG",.0103775
2012,"Denmark","DNK","Brazil","BRA",.0304827
2012,"Denmark","DNK","Colombia","COL",.0185911
2012,"Denmark","DNK","Croatia","HRV",.0092913
2012,"Denmark","DNK","Denmark","DNK",.2744513
2012,"Denmark","DNK","European Monetary Union","EMU",.0795953
2012,"Denmark","DNK","Finland","FIN",.0077057
2012,"Denmark","DNK","France","FRA",.0190271
2012,"Denmark","DNK","Germany","DEU",.0259328
2012,"Denmark","DNK","Hungary","HUN",.0261678
2012,"Denmark","DNK","Indonesia","IDN",.034453
2012,"Denmark","DNK","Italy","ITA",.0131837
2012,"Denmark","DNK","Malaysia","MYS",.01814
2012,"Denmark","DNK","Mexico","MEX",.0457071
2012,"Denmark","DNK","Peru","PER",.020134
2012,"Denmark","DNK","Philippines","PHL",.0198218
2012,"Denmark","DNK","Poland","POL",.0341535
2012,"Denmark","DNK","Qatar","QAT",.0077194
2012,"Denmark","DNK","Romania","ROU",.0119233
2012,"Denmark","DNK","Russian Federation","RUS",.0386416
2012,"Denmark","DNK","South Africa","ZAF",.0336005
2012,"Denmark","DNK","Thailand","THA",.0115642
2012,"Denmark","DNK","Turkey","TUR",.0489945
2012,"Denmark","DNK","Ukraine","UKR",.0084457
2012,"Denmark","DNK","United Kingdom","GBR",.0397744
2012,"Denmark","DNK","United States","USA",.0606042
2012,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0231261
2012,"European Monetary Union","EMU","Australia","AUS",.0061277
2012,"European Monetary Union","EMU","Austria","AUT",.0221662
2012,"European Monetary Union","EMU","Belgium","BEL",.0209164
2012,"European Monetary Union","EMU","Brazil","BRA",.0116696
2012,"European Monetary Union","EMU","Canada","CAN",.011756
2012,"European Monetary Union","EMU","Cyprus","CYP",.0000715
2012,"European Monetary Union","EMU","European Monetary Union","EMU",.5814387
2012,"European Monetary Union","EMU","Finland","FIN",.0074006
2012,"European Monetary Union","EMU","France","FRA",.0699461
2012,"European Monetary Union","EMU","Germany","DEU",.1097217
2012,"European Monetary Union","EMU","Greece","GRC",.0005753
2012,"European Monetary Union","EMU","Hungary","HUN",.0061165
2012,"European Monetary Union","EMU","Indonesia","IDN",.0100561
2012,"European Monetary Union","EMU","Ireland","IRL",.003724
2012,"European Monetary Union","EMU","Italy","ITA",.2031766
2012,"European Monetary Union","EMU","Japan","JPN",.016189
2012,"European Monetary Union","EMU","Korea, Republic of","KOR",.0075694
2012,"European Monetary Union","EMU","Luxembourg","LUX",.000368
2012,"European Monetary Union","EMU","Malaysia","MYS",.0083627
2012,"European Monetary Union","EMU","Mexico","MEX",.0215665
2012,"European Monetary Union","EMU","Netherlands","NLD",.023565
2012,"European Monetary Union","EMU","Philippines","PHL",.0052175
2012,"European Monetary Union","EMU","Poland","POL",.0153591
2012,"European Monetary Union","EMU","Portugal","PRT",.0031128
2012,"European Monetary Union","EMU","Russian Federation","RUS",.0094782
2012,"European Monetary Union","EMU","Slovakia","SVK",.0017051
2012,"European Monetary Union","EMU","Slovenia","SVN",.0010814
2012,"European Monetary Union","EMU","South Africa","ZAF",.0095535
2012,"European Monetary Union","EMU","Spain","ESP",.113908
2012,"European Monetary Union","EMU","Sweden","SWE",.0112137
2012,"European Monetary Union","EMU","Thailand","THA",.0043368
2012,"European Monetary Union","EMU","Turkey","TUR",.0152998
2012,"European Monetary Union","EMU","United Kingdom","GBR",.0302526
2012,"European Monetary Union","EMU","United States","USA",.1593354
2012,"European Monetary Union","EMU","Venezuela, Bolivarian Republic of","VEN",.0055373
2012,"Norway","NOR","Australia","AUS",.0145775
2012,"Norway","NOR","Austria","AUT",.0071681
2012,"Norway","NOR","Belgium","BEL",.0168814
2012,"Norway","NOR","Canada","CAN",.0195676
2012,"Norway","NOR","European Monetary Union","EMU",.1620173
2012,"Norway","NOR","Finland","FIN",.0081877
2012,"Norway","NOR","France","FRA",.0417453
2012,"Norway","NOR","Germany","DEU",.0479631
2012,"Norway","NOR","Italy","ITA",.0132209
2012,"Norway","NOR","Japan","JPN",.0115853
2012,"Norway","NOR","Korea, Republic of","KOR",.0074983
2012,"Norway","NOR","Mexico","MEX",.0039675
2012,"Norway","NOR","Netherlands","NLD",.0110892
2012,"Norway","NOR","Norway","NOR",.6349106
2012,"Norway","NOR","Spain","ESP",.0105973
2012,"Norway","NOR","Sweden","SWE",.0104661
2012,"Norway","NOR","Switzerland","CHE",.0039406
2012,"Norway","NOR","United Kingdom","GBR",.0349743
2012,"Norway","NOR","United States","USA",.0822207
2012,"Sweden","SWE","Belgium","BEL",.0008979
2012,"Sweden","SWE","Denmark","DNK",.000862
2012,"Sweden","SWE","European Monetary Union","EMU",.0314807
2012,"Sweden","SWE","Finland","FIN",.0067827
2012,"Sweden","SWE","France","FRA",.006786
2012,"Sweden","SWE","Germany","DEU",.007483
2012,"Sweden","SWE","Italy","ITA",.0033093
2012,"Sweden","SWE","Netherlands","NLD",.0009111
2012,"Sweden","SWE","Norway","NOR",.0010693
2012,"Sweden","SWE","Spain","ESP",.0045073
2012,"Sweden","SWE","Sweden","SWE",.9450822
2012,"Sweden","SWE","United Kingdom","GBR",.0047034
2012,"Sweden","SWE","United States","USA",.0126914
2012,"Switzerland","CHE","Australia","AUS",.0080181
2012,"Switzerland","CHE","Austria","AUT",.0189728
2012,"Switzerland","CHE","Belgium","BEL",.02042
2012,"Switzerland","CHE","Canada","CAN",.0465558
2012,"Switzerland","CHE","Denmark","DNK",.0101955
2012,"Switzerland","CHE","European Monetary Union","EMU",.3288549
2012,"Switzerland","CHE","Finland","FIN",.0072046
2012,"Switzerland","CHE","France","FRA",.0664385
2012,"Switzerland","CHE","Germany","DEU",.1002734
2012,"Switzerland","CHE","Italy","ITA",.0511197
2012,"Switzerland","CHE","Japan","JPN",.0783856
2012,"Switzerland","CHE","Korea, Republic of","KOR",.0100923
2012,"Switzerland","CHE","Netherlands","NLD",.0379363
2012,"Switzerland","CHE","Poland","POL",.0175504
2012,"Switzerland","CHE","Spain","ESP",.0203797
2012,"Switzerland","CHE","Sweden","SWE",.008038
2012,"Switzerland","CHE","Switzerland","CHE",.2914178
2012,"Switzerland","CHE","United Kingdom","GBR",.0333172
2012,"Switzerland","CHE","United States","USA",.143564
2012,"United Kingdom","GBR","Australia","AUS",.0195764
2012,"United Kingdom","GBR","Austria","AUT",.0096264
2012,"United Kingdom","GBR","Brazil","BRA",.0047215
2012,"United Kingdom","GBR","Canada","CAN",.0109823
2012,"United Kingdom","GBR","European Monetary Union","EMU",.0926752
2012,"United Kingdom","GBR","France","FRA",.0117252
2012,"United Kingdom","GBR","Germany","DEU",.034387
2012,"United Kingdom","GBR","Italy","ITA",.0152763
2012,"United Kingdom","GBR","Japan","JPN",.0082924
2012,"United Kingdom","GBR","Mexico","MEX",.0096348
2012,"United Kingdom","GBR","New Zealand","NZL",.0075213
2012,"United Kingdom","GBR","Norway","NOR",.0207514
2012,"United Kingdom","GBR","Russian Federation","RUS",.0041054
2012,"United Kingdom","GBR","Singapore","SGP",.0042034
2012,"United Kingdom","GBR","Spain","ESP",.012431
2012,"United Kingdom","GBR","Sweden","SWE",.0048637
2012,"United Kingdom","GBR","Turkey","TUR",.0037952
2012,"United Kingdom","GBR","United Kingdom","GBR",.6556101
2012,"United Kingdom","GBR","United States","USA",.1191813
2012,"United States","USA","Australia","AUS",.0018839
2012,"United States","USA","Brazil","BRA",.0054382
2012,"United States","USA","Canada","CAN",.0107698
2012,"United States","USA","Colombia","COL",.0010176
2012,"United States","USA","European Monetary Union","EMU",.0215787
2012,"United States","USA","Germany","DEU",.0027325
2012,"United States","USA","Hungary","HUN",.0024639
2012,"United States","USA","Indonesia","IDN",.0025632
2012,"United States","USA","Ireland","IRL",.0030071
2012,"United States","USA","Italy","ITA",.0093285
2012,"United States","USA","Japan","JPN",.0038342
2012,"United States","USA","Korea, Republic of","KOR",.0051419
2012,"United States","USA","Malaysia","MYS",.0027969
2012,"United States","USA","Mexico","MEX",.0097006
2012,"United States","USA","Norway","NOR",.0014689
2012,"United States","USA","Peru","PER",.0010288
2012,"United States","USA","Philippines","PHL",.0013175
2012,"United States","USA","Poland","POL",.0046183
2012,"United States","USA","Russian Federation","RUS",.0020067
2012,"United States","USA","Singapore","SGP",.0011787
2012,"United States","USA","South Africa","ZAF",.0019494
